AN,NO_SEQ_COLL,MS_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,GRAVITE,NB_VICTIMES_TOTAL,NB_VEH_IMPLIQUES_ACCDN,"			""REG_ADM""",VITESSE_AUTOR,CD_GENRE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,CD_CATEG_ROUTE,CD_ASPCT_ROUTE,"			""CD_LOCLN_ACCDN""",CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_COND_METEO,IND_AUTO_CAMION_LEGER,IND_VEH_LOURD,IND_MOTO_CYCLO,"			""IND_VELO""",IND_PIETON
2018,2018 _ 5626,10,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,4.0,1.0,Droit,12.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 5627,10,16:00:00-19:59:00,SEM,Léger,1,2.0,Montréal (06),,,12.0,2.0,4.0,1.0,Droit,12.0,23.0,,14.0,O,O,N,N,N
2018,2018 _ 5628,10,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,2.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5629,10,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5630,10,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,11.0,1.0,3.0,,Droit,,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5631,10,20:00:00-23:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5632,10,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5633,11,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),,piéton,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,O
2018,2018 _ 5634,11,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5635,11,12:00:00-15:59:00,SEM,Léger,2,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5636,11,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,,,12.0,O,N,N,N,N
2018,2018 _ 5637,8,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,cycliste,11.0,1.0,2.0,1.0,Droit,34.0,1.0,,11.0,O,N,N,O,N
2018,2018 _ 5638,11,12:00:00-15:59:00,SEM,Léger,1,2.0,Montréal (06),<50,véhicule,12.0,1.0,3.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5639,11,20:00:00-23:59:00,FDS,Léger,2,2.0,Montréal (06), 50,véhicule,11.0,3.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5640,11,12:00:00-15:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,4.0,1.0,Droit,34.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5641,11,04:00:00-07:59:00,FDS,Léger,2,2.0,Montréal (06), 50,véhicule,11.0,3.0,4.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5642,11,,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,piéton,12.0,1.0,3.0,1.0,Droit,12.0,23.0,,12.0,N,O,N,N,N
2018,2018 _ 5643,11,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,12.0,1.0,2.0,1.0,Droit,12.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5644,11,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,2.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5645,11,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,1.0,1.0,Droit,34.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5646,11,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5647,11,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,3.0,1.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5648,11,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,objet fixe,11.0,2.0,3.0,2.0,Droit,99.0,9.0,,12.0,O,N,N,N,N
2018,2018 _ 5649,11,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5650,11,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,3.0,2.0,1.0,Droit,12.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5651,11,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06),<50,piéton,12.0,3.0,2.0,1.0,Droit,33.0,23.0,,14.0,O,N,N,N,O
2018,2018 _ 5652,11,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,45.0,,14.0,O,N,N,N,N
2018,2018 _ 5653,11,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5654,11,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),<50,objet fixe,11.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5655,11,12:00:00-15:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,1.0,,12.0,O,N,N,N,N
2018,2018 _ 5656,11,12:00:00-15:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5657,11,12:00:00-15:59:00,FDS,Léger,1,2.0,Montréal (06), 50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5658,11,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,4.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5659,11,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),,objet fixe,12.0,1.0,3.0,2.0,Droit,40.0,9.0,,14.0,O,N,N,N,N
2018,2018 _ 5660,11,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,2.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5661,11,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,1.0,2.0,Droit,99.0,,,11.0,O,N,N,N,N
2018,2018 _ 5662,11,12:00:00-15:59:00,SEM,Mortel ou grave,2,2.0,Montréal (06), 50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5663,11,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 5664,11,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06), 50,piéton,11.0,3.0,2.0,1.0,Droit,12.0,45.0,,11.0,O,N,N,N,O
2018,2018 _ 5665,11,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),,sans collision,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,N,O,N,N,N
2018,2018 _ 5666,11,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,,3.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5667,11,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,4.0,1.0,Droit,12.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5668,11,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,,3.0,2.0,1.0,Droit,,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5669,11,00:00:00-03:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),<50,véhicule,16.0,3.0,2.0,1.0,Droit,12.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5670,11,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,12.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5671,11,12:00:00-15:59:00,SEM,Léger,9,1.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,12.0,23.0,,17.0,O,N,N,N,O
2018,2018 _ 5672,11,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,3.0,2.0,1.0,Droit,12.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5673,11,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5674,11,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,16.0,1.0,4.0,1.0,Droit,12.0,45.0,,17.0,O,N,N,N,N
2018,2018 _ 5675,11,04:00:00-07:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,15.0,3.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5676,11,,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,,2.0,1.0,Droit,34.0,23.0,,,O,N,N,N,N
2018,2018 _ 5677,11,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 5678,11,16:00:00-19:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5679,11,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,12.0,1.0,4.0,1.0,Droit,12.0,23.0,,17.0,O,O,N,N,N
2018,2018 _ 5680,11,08:00:00-11:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,16.0,1.0,3.0,2.0,Droit,40.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5681,11,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),,objet fixe,16.0,1.0,3.0,1.0,Courbe,34.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5682,11,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06), 50,sans collision,16.0,1.0,4.0,1.0,Droit,33.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5683,11,12:00:00-15:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,16.0,1.0,3.0,1.0,Droit,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5684,11,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),<50,piéton,17.0,1.0,1.0,1.0,Droit,33.0,9.0,,11.0,O,N,N,N,O
2018,2018 _ 5685,11,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,18.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5686,11,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,17.0,1.0,1.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5687,11,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5688,11,12:00:00-15:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,17.0,1.0,2.0,1.0,Droit,34.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 5689,11,16:00:00-19:59:00,FDS,Dommages matériels seulement,0,1.0,Montréal (06), 50,sans collision,12.0,2.0,4.0,1.0,Droit,12.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5690,11,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,3.0,3.0,2.0,Droit,40.0,,,14.0,O,N,N,N,N
2018,2018 _ 5691,11,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,,,2.0,1.0,Droit,34.0,23.0,,,O,N,N,N,N
2018,2018 _ 5692,11,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,1.0,4.0,1.0,Droit,99.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 5693,11,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06), 50,piéton,12.0,3.0,3.0,1.0,Droit,12.0,45.0,,14.0,O,N,N,N,O
2018,2018 _ 5694,11,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,,1.0,3.0,2.0,,99.0,,,,O,O,N,N,N
2018,2018 _ 5695,11,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,,11.0,1.0,1.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5696,11,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,3.0,1.0,Droit,34.0,23.0,O,12.0,O,O,N,N,N
2018,2018 _ 5697,12,12:00:00-15:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5698,12,16:00:00-19:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,3.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5699,12,12:00:00-15:59:00,FDS,Léger,1,2.0,Montréal (06), 50,véhicule,12.0,1.0,4.0,1.0,Droit,33.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5700,12,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,3.0,3.0,2.0,Droit,40.0,9.0,,12.0,O,N,N,N,N
2018,2018 _ 5701,12,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,3.0,3.0,2.0,Droit,40.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 5702,12,12:00:00-15:59:00,SEM,Léger,1,1.0,Montréal (06), 50,piéton,12.0,2.0,2.0,1.0,Droit,12.0,23.0,,17.0,O,N,N,N,O
2018,2018 _ 5703,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,12.0,2.0,3.0,2.0,Droit,34.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5704,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06), 50,piéton,12.0,3.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5705,12,16:00:00-19:59:00,SEM,Léger,1,9.0,Montréal (06),,véhicule,12.0,3.0,2.0,1.0,Droit,33.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5706,12,04:00:00-07:59:00,SEM,Léger,1,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5707,12,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06),,piéton,11.0,3.0,2.0,1.0,Droit,12.0,23.0,,11.0,N,N,N,N,O
2018,2018 _ 5708,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,4.0,1.0,Droit,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5709,12,16:00:00-19:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5710,12,16:00:00-19:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,2.0,2.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5711,12,20:00:00-23:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,18.0,3.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5712,12,12:00:00-15:59:00,FDS,Léger,1,2.0,Montréal (06), 50,véhicule,12.0,1.0,4.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5713,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 5714,12,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5715,12,04:00:00-07:59:00,SEM,Léger,1,2.0,Montréal (06),,véhicule,11.0,1.0,4.0,1.0,Droit,34.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5716,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,16.0,2.0,4.0,1.0,Droit,34.0,23.0,,17.0,O,O,N,N,N
2018,2018 _ 5717,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5718,12,12:00:00-15:59:00,SEM,Léger,1,2.0,Montréal (06),<50,véhicule,16.0,2.0,2.0,1.0,Droit,34.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5719,12,08:00:00-11:59:00,SEM,Léger,1,9.0,Montréal (06),,véhicule,12.0,1.0,3.0,2.0,Droit,99.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 5720,12,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),,piéton,12.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,O
2018,2018 _ 5721,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,1.0,3.0,2.0,Droit,,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5722,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,objet fixe,11.0,2.0,3.0,2.0,Droit,40.0,9.0,,11.0,N,O,N,N,N
2018,2018 _ 5723,12,04:00:00-07:59:00,SEM,Léger,1,1.0,Montréal (06), 50,piéton,11.0,1.0,3.0,1.0,Droit,12.0,45.0,,11.0,O,N,N,N,O
2018,2018 _ 5724,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,12.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5725,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),<50,objet fixe,12.0,1.0,2.0,1.0,Droit,12.0,1.0,,14.0,N,O,N,N,N
2018,2018 _ 5726,12,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06),<50,piéton,12.0,3.0,3.0,1.0,Droit,12.0,45.0,,15.0,O,N,N,N,O
2018,2018 _ 5727,12,08:00:00-11:59:00,FDS,Léger,1,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5728,12,16:00:00-19:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,12.0,3.0,4.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 5729,12,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 5730,12,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,34.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 5731,12,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,12.0,1.0,3.0,1.0,Droit,69.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5732,12,12:00:00-15:59:00,SEM,Léger,1,1.0,Montréal (06),,piéton,12.0,1.0,2.0,1.0,Droit,34.0,23.0,,12.0,O,N,N,N,O
2018,2018 _ 5733,12,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),<50,sans collision,11.0,3.0,4.0,1.0,Droit,34.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5734,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,33.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 5735,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5736,12,16:00:00-19:59:00,SEM,Mortel ou grave,1,1.0,Montréal (06),<50,piéton,12.0,4.0,2.0,1.0,Droit,33.0,1.0,,14.0,O,N,N,N,O
2018,2018 _ 5737,12,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,99.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5738,12,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,99.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 5739,12,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,9.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,34.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5740,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,3.0,3.0,2.0,Droit,40.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5741,12,16:00:00-19:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,3.0,2.0,1.0,Droit,12.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 5742,12,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,11.0,3.0,2.0,1.0,Courbe,34.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5743,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5744,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5745,12,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,11.0,3.0,2.0,1.0,Droit,34.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 5746,12,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 5747,12,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,12.0,1.0,2.0,1.0,Droit,33.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 5748,12,00:00:00-03:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,16.0,3.0,2.0,1.0,Droit,33.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 5749,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,33.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 5750,12,20:00:00-23:59:00,SEM,Léger,1,2.0,Montréal (06),<50,véhicule,12.0,3.0,2.0,1.0,Droit,12.0,23.0,,14.0,O,N,N,N,N
2018,2018 _ 5751,12,20:00:00-23:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,,3.0,2.0,Droit,40.0,9.0,,12.0,O,N,N,N,N
2018,2018 _ 5752,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),,,18.0,,2.0,2.0,Droit,99.0,1.0,,17.0,O,N,N,N,N
2018,2018 _ 5753,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,3.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 5754,11,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,,,,,,,,,,,O,N,N,N,N
2018,2018 _ 5755,2,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,objet fixe,18.0,1.0,2.0,2.0,Droit,99.0,9.0,,11.0,N,N,N,N,N
